,danceability,energy,valence,tempo,spotify_track_popularity
danceability,1.0,-0.1427183964059429,0.2338074069154429,-0.0916439859976682,0.05791699857027493
energy,-0.1427183964059429,1.0,0.27429896690869376,0.032965516146884116,-0.07860710210703521
valence,0.2338074069154429,0.27429896690869376,1.0,-0.06809643155389832,-0.24256184691406843
tempo,-0.0916439859976682,0.032965516146884116,-0.06809643155389832,1.0,0.11532944023894359
spotify_track_popularity,0.05791699857027493,-0.07860710210703521,-0.24256184691406843,0.11532944023894359,1.0
