Year,Month,WeekIndex,Genre,genre_weekly_score,weekly_position
2017,November,1,Hip Hop,3.0303894470779555,1
2017,November,1,Pop,2.990674909871721,2
2017,November,1,Rock,0.5851948846052619,3
2017,November,1,Country,0.462303667550203,4
2017,November,1,R&B,0.19628718277675383,5
2017,November,1,Latin,0.14455687877177553,6
2017,November,1,Electronic,0.10609679074724668,7
2017,November,1,Reggae,0.03808705612829324,8
2017,November,1,Dance,0.010638297872340425,9
2017,November,2,Hip Hop,3.079845399407786,1
2017,November,2,Pop,3.013309877506226,2
2017,November,2,Rock,0.5617383185158121,3
2017,November,2,Country,0.335612355339292,4
2017,November,2,R&B,0.18177138738841664,5
2017,November,2,Latin,0.07965860597439545,6
2017,November,2,Reggae,0.02631578947368421,7
2017,November,2,Electronic,0.02127659574468085,8
2017,November,3,Pop,4.014661146410853,1
2017,November,3,Hip Hop,3.232452059336794,2
2017,November,3,Rock,0.4161835007074109,3
2017,November,3,Country,0.3752213538632763,4
2017,November,3,R&B,0.17835192957121476,5
2017,November,3,Latin,0.06178560395427865,6
2017,November,3,Electronic,0.02,7
2017,November,3,Reggae,0.012048192771084338,8
2017,November,4,Pop,4.129777580417389,1
2017,November,4,Hip Hop,3.052836001707069,2
2017,November,4,Rock,0.3573551055760099,3
2017,November,4,Country,0.3356064387451622,4
2017,November,4,R&B,0.14594627290231377,5
2017,November,4,Latin,0.0579004329004329,6
2017,November,4,Electronic,0.018518518518518517,7
2017,November,4,Reggae,0.011363636363636364,8
