Year,Month,WeekIndex,Genre,genre_weekly_score,weekly_position
2000,May,1,Pop,5.135848793339865,1
2000,May,1,R&B,3.0237660453924686,2
2000,May,1,Rock,2.496704508005508,3
2000,May,1,Country,2.336753771064597,4
2000,May,1,Hip Hop,1.3795093370937548,5
2000,May,1,Soul,0.905782902159494,6
2000,May,1,Latin,0.37203907203907205,7
2000,May,1,Metal,0.1369546687330492,8
2000,May,1,Other,0.13585771658060813,9
2000,May,1,Dance,0.022222222222222223,10
2000,May,2,Pop,5.170988273116639,1
2000,May,2,R&B,3.09501404001404,2
2000,May,2,Rock,2.57310076453214,3
2000,May,2,Country,2.3130557250682005,4
2000,May,2,Hip Hop,1.190869002439556,5
2000,May,2,Soul,0.9541991341991342,6
2000,May,2,Latin,0.36664483239825707,7
2000,May,2,Metal,0.17716894429793015,8
2000,May,2,Other,0.1038961038961039,9
2000,May,2,Dance,0.027777777777777776,10
2000,May,3,Pop,4.613211486467139,1
2000,May,3,Country,2.9306152593073906,2
2000,May,3,Rock,2.5793908495166225,3
2000,May,3,R&B,2.0531857028407656,4
2000,May,3,Hip Hop,1.4102029294391538,5
2000,May,3,Soul,0.780829637841833,6
2000,May,3,Latin,0.3712550607287449,7
2000,May,3,Metal,0.1806435217765267,8
2000,May,3,Other,0.09546840073155863,9
2000,May,3,Dance,0.029411764705882353,10
2000,May,4,Pop,4.54231712172585,1
2000,May,4,Country,2.8795699676072783,2
2000,May,4,Rock,2.6119550265365943,3
2000,May,4,R&B,2.0657380719595686,4
2000,May,4,Hip Hop,1.423303569459798,5
2000,May,4,Soul,0.7359962196260618,6
2000,May,4,Latin,0.7263297872340426,7
2000,May,4,Metal,0.18801948051948053,8
2000,May,4,Other,0.08236597505641226,9
2000,May,4,Dance,0.034482758620689655,10
