index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,parsed_genres,broad_genre,country,country_name,top_genre,avg_danceability,avg_energy,avg_valence,avg_tempo,avg_popularity
14048,Last ChristmasAriana Grande,Ariana Grande,Last Christmas,"['dance pop', 'pop', 'post-teen pop']",5xDrO9DEDJGUQGfyoHvgDJ,,203653.0,False,Christmas Kisses,0.677,0.793,7.0,-2.775,1.0,0.0272,0.127,0.0,0.1019999999999999,0.802,102.986,4.0,83.0,"['dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop']",PT,Portugal,pop,0.6955121079793569,0.5938241156303007,0.5427943715038435,120.90636782272908,75.658342054928
14283,"Let It Snow, Let It Snow, Let It SnowDean Martin",Dean Martin,"Let It Snow, Let It Snow, Let It Snow","['adult standards', 'easy listening', 'lounge']",2uFaJJtFpPDc5Pa95XzTvg,,117146.0,False,A Winter Romance,0.452,0.24,1.0,-14.014,1.0,0.0351,0.912,2e-06,0.1749999999999999,0.7009999999999998,134.005,4.0,86.0,"['adult standards', 'easy listening', 'lounge']","['easy listening', 'easy listening', 'easy listening']",LV,Latvia,easy listening,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
14284,"Let It Snow, Let It Snow, Let It SnowDean Martin",Dean Martin,"Let It Snow, Let It Snow, Let It Snow","['adult standards', 'easy listening', 'lounge']",2uFaJJtFpPDc5Pa95XzTvg,,117146.0,False,A Winter Romance,0.452,0.24,1.0,-14.014,1.0,0.0351,0.912,2e-06,0.1749999999999999,0.7009999999999998,134.005,4.0,87.0,"['adult standards', 'easy listening', 'lounge']","['easy listening', 'easy listening', 'easy listening']",LV,Latvia,easy listening,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
14631,Like A PrayerMadonna,Madonna,Like A Prayer,"['dance pop', 'pop']",1z3ugFmUKoCzGsI6jdY4Ci,https://p.scdn.co/mp3-preview/b56a70770267b00ccae13c2e8c8a34ed54627d02?cid=b8d3901151d34489a160e3cf0ab1fa94,342680.0,False,Celebration (double disc version),0.624,0.8419999999999999,5.0,-5.285,1.0,0.0376,0.264,2.1e-05,0.1809999999999999,0.257,111.037,4.0,72.0,"['dance pop', 'pop']","['pop', 'pop']",BG,Bulgaria,pop,0.6998933838255106,0.7741705130539271,0.6316745439318355,135.3886122419255,61.34959764046171
14658,Like It's ChristmasJonas Brothers,Jonas Brothers,Like It's Christmas,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",1OjmlSFuzYflWjSMTCyTJv,,200880.0,False,Like It's Christmas,0.7249999999999999,0.571,1.0,-6.007,1.0,0.1019999999999999,0.0183,0.0,0.0519,0.61,146.035,4.0,84.0,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']","['pop', 'pop', 'pop', 'pop', 'pop']",DE,Germany,pop,0.6905386847546157,0.6624644905509812,0.5275698792121586,126.78461373281584,77.971634807211
14703,LingerThe Cranberries,The Cranberries,Linger,"['irish rock', 'pop rock', 'rock']",0gEyKnHvgkrkBM6fbeHdwK,,274706.0,False,Everybody Else Is Doing I,0.439,0.434,7.0,-14.918,1.0,0.0265,0.0782999999999999,4.9e-05,0.14,0.2039999999999999,94.845,4.0,76.0,"['irish rock', 'pop rock', 'rock']","['rock', 'pop', 'rock']",IE,Ireland,rock,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
14732,Listen To The MusicThe Doobie Brothers,The Doobie Brothers,Listen To The Music,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",7Ar4G7Ci11gpt6sfH9Cgz5,https://p.scdn.co/mp3-preview/d67c39d43fa6704748a9958746699cf7a9b11e01?cid=b8d3901151d34489a160e3cf0ab1fa94,227266.0,False,Toulouse Street,0.645,0.5979999999999999,1.0,-13.18,0.0,0.0335,0.221,4e-06,0.0720999999999999,0.913,105.929,4.0,76.0,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']","['rock', 'rock', 'rock', 'rock', 'rock', 'rock', 'rock', 'rock', 'easy listening', 'rock', 'rock', 'rock', 'rock', 'rock']",NZ,New Zealand,rock,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
14830,Little Saint NickThe Beach Boys,The Beach Boys,Little Saint Nick,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",5xlS0QkVrSH7ssEbBgBzbM,,118840.0,False,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV'}, 'href': 'https://api.spotify.com/v1/artists/3oDbviiivRWhXwIE8hxkVV', 'id': '3oDbviiivRWhXwIE8hxkVV', 'name': 'The Beach Boys', 'type': 'artist', 'uri': 'spotify:artist:3oDbviiivRWhXwIE8hxkVV'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/67nqYhvjDyJXGD64937Lw3'}, 'href': 'https://api.spotify.com/v1/albums/67nqYhvjDyJXGD64937Lw3', 'id': '67nqYhvjDyJXGD64937Lw3', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27308c270b3ef1602ff84ed2c05', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0208c270b3ef1602ff84ed2c05', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485108c270b3ef1602ff84ed2c05', 'width': 64}], 'name': ""The Beach Boys' Christmas Album"", 'release_date': '1964-11-09', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:67nqYhvjDyJXGD64937Lw3'}",0.6019999999999999,0.553,11.0,-9.336,1.0,0.0328,0.108,0.0,0.0512,0.971,130.594,4.0,44.0,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']","['pop', 'pop', 'rock', 'rock', 'rock', 'rock', 'pop']",GB,United Kingdom,rock,0.6231759214111573,0.640362742004876,0.5224627754672786,125.49063626368374,86.36383192313208
14948,Locked Out Of HeavenBruno Mars,Bruno Mars,Locked Out Of Heaven,['pop'],3w3y8KPTfNeOKPiqUTakBh,https://p.scdn.co/mp3-preview/c647489f28d840b545b90e10067012f504dc7b68?cid=b8d3901151d34489a160e3cf0ab1fa94,233478.0,False,Unorthodox Jukebox,0.7259999999999999,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.8669999999999999,143.994,4.0,79.0,['pop'],['pop'],NZ,New Zealand,pop,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
15171,Lose YourselfEminem,Eminem,Lose Yourself,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",5Z01UMMf7V1o0MzF86s6WJ,,326466.0,True,Curtain Call,0.698,0.7319999999999999,2.0,-4.522,1.0,0.266,0.00704,0.000647,0.3589999999999999,0.0689,171.431,4.0,78.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']","['hip hop', 'funk', 'hip hop', 'hip hop']",CH,Switzerland,hip hop,0.6554643895348837,0.6451970094476744,0.5048730959302326,124.51583655523257,83.62365552325582
15330,Love In This ClubUsher Featuring Young Jeezy,Usher Featuring Young Jeezy,Love In This Club,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",5j0McHPthKpOXRr3fBq8M0,https://p.scdn.co/mp3-preview/69611cd7895a738d0516704d3ff67bf2889a4354?cid=b8d3901151d34489a160e3cf0ab1fa94,259720.0,False,Here I Stand,0.573,0.7119999999999999,0.0,-5.976,1.0,0.0732,0.0572,0.0,0.167,0.3459999999999999,140.012,4.0,69.0,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']","['hip hop', 'pop', 'pop', 'pop', 'r&b', 'r&b']",US,United States,pop,0.6350559867002814,0.6015873667287807,0.4931279206401403,123.52053823669115,86.69067192809383
15642,LoveHate ThingWale Featuring Sam Dew,Wale Featuring Sam Dew,LoveHate Thing,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6kx16R0LMAyoXDvGqddZFy,https://p.scdn.co/mp3-preview/1f53af24614c2ebff9fe9b6e6e48bd4ad277c7cc?cid=b8d3901151d34489a160e3cf0ab1fa94,267400.0,True,The Gifted,0.7359999999999999,0.691,8.0,-6.118,1.0,0.169,0.0771,0.0,0.0422,0.18,99.954,4.0,50.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['hip hop', 'pop', 'pop', 'hip hop', 'hip hop', 'hip hop']",LV,Latvia,hip hop,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
15649,LovelyBillie Eilish & Khalid,Billie Eilish & Khalid,Lovely,"['electropop', 'pop']",0u2P5u6lvoDfwTYjAADbn4,,200185.0,False,lovely (with Khalid),0.3509999999999999,0.2959999999999999,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,4.0,91.0,"['electropop', 'pop']","['pop', 'pop']",BE,Belgium,pop,0.6578990650157034,0.6506996108443739,0.5248109328183098,125.32986502292336,83.74531605357207
15673,LoverTaylor Swift,Taylor Swift,Lover,"['dance pop', 'pop', 'post-teen pop']",1dGr1c8CrMLDpV6mPbImSI,,221306.0,False,Lover,0.3589999999999999,0.543,7.0,-7.582,1.0,0.0919,0.4919999999999999,1.6e-05,0.1179999999999999,0.453,68.534,4.0,86.0,"['dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop']",AT,Austria,pop,0.6664647022557482,0.6592935620512077,0.5293214114745775,127.30358896061507,81.44262711249728
15713,Low LifeFuture Featuring The Weeknd,Future Featuring The Weeknd,Low Life,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7EiZI6JVHllARrX9PUvAdX,https://p.scdn.co/mp3-preview/dd493a2d827e0d6b40470f23913f301aee963157?cid=b8d3901151d34489a160e3cf0ab1fa94,313546.0,True,EVOL,0.7219999999999999,0.331,8.0,-7.788999999999999,1.0,0.0724999999999999,0.337,0.2829999999999999,0.1459999999999999,0.1019999999999999,143.974,4.0,77.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['hip hop', 'hip hop', 'pop', 'hip hop', 'hip hop', 'hip hop']",LV,Latvia,hip hop,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
15720,LowFlo Rida Featuring T-Pain,Flo Rida Featuring T-Pain,Low,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0CAfXk7DXMnon4gLudAp7J,https://p.scdn.co/mp3-preview/dcddd0ebee02d9142b39d092c823f88201547b7a?cid=b8d3901151d34489a160e3cf0ab1fa94,231400.0,False,Mail on Sunday,0.918,0.6089999999999999,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.3039999999999999,128.008,4.0,80.0,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']","['pop', 'electronic', 'hip hop', 'pop', 'pop']",GB,United Kingdom,pop,0.6231759214111573,0.640362742004876,0.5224627754672786,125.49063626368374,86.36383192313208
15728,Lucid DreamsJuice WRLD,Juice WRLD,Lucid Dreams,"['chicago rap', 'melodic rap']",285pBltuF7vW8TeWk8hdRR,,239835.0,True,Goodbye & Good Riddance,0.511,0.566,6.0,-7.23,0.0,0.2,0.3489999999999999,0.0,0.34,0.218,83.903,4.0,93.0,"['chicago rap', 'melodic rap']","['hip hop', 'hip hop']",SA,Saudi Arabia,hip hop,0.6148001453488372,0.6533224745639534,0.5078433175872092,119.98573859011628,79.12165697674419
15729,Lucid DreamsJuice WRLD,Juice WRLD,Lucid Dreams,"['chicago rap', 'melodic rap']",285pBltuF7vW8TeWk8hdRR,,239835.0,True,Goodbye & Good Riddance,0.511,0.566,6.0,-7.23,0.0,0.2,0.3489999999999999,0.0,0.34,0.218,83.903,4.0,94.0,"['chicago rap', 'melodic rap']","['hip hop', 'hip hop']",SA,Saudi Arabia,hip hop,0.6148001453488372,0.6533224745639534,0.5078433175872092,119.98573859011628,79.12165697674419
15765,Lush LifeZara Larsson,Zara Larsson,Lush Life,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",1rIKgCH4H52lrvDcz50hS8,https://p.scdn.co/mp3-preview/10dae37faa43cd82a3c232eb4d98139d7f0593f9?cid=b8d3901151d34489a160e3cf0ab1fa94,201122.0,False,So Good,0.694,0.7119999999999999,7.0,-3.923,0.0,0.046,0.133,0.0,0.2109999999999999,0.799,98.022,4.0,77.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']","['pop', 'electronic', 'pop', 'pop', 'pop', 'pop', 'pop', 'latin']",BE,Belgium,pop,0.6578990650157034,0.6506996108443739,0.5248109328183098,125.32986502292336,83.74531605357207
16084,Marry YouBruno Mars,Bruno Mars,Marry You,['pop'],22PMfvdz35fFKYnJyMn077,https://p.scdn.co/mp3-preview/b50deda939ea24755b044a89c7997bb43f252f5a?cid=b8d3901151d34489a160e3cf0ab1fa94,230120.0,False,Doo-Wops & Hooligans,0.62,0.8319999999999999,10.0,-4.848,1.0,0.036,0.332,0.0,0.104,0.4809999999999999,144.926,4.0,73.0,['pop'],['pop'],TW,"Taiwan, Province of China",pop,0.6342305554553002,0.6211350597321976,0.4954937452629299,125.31618197567401,74.09048254953622
16254,MemoriesDavid Guetta Featuring Kid Cudi,David Guetta Featuring Kid Cudi,Memories,"['dance pop', 'edm', 'pop']",4dTaAiV9xFFCxnPur9c9yL,https://p.scdn.co/mp3-preview/7798e1790d4e1b791fb2615b7bcce4fac655deb1?cid=b8d3901151d34489a160e3cf0ab1fa94,210093.0,False,One Love (Deluxe),0.544,0.87,8.0,-6.103,1.0,0.26,0.0015,3e-06,0.246,0.502,129.984,4.0,59.0,"['dance pop', 'edm', 'pop']","['pop', 'electronic', 'pop']",SK,Slovakia,pop,0.6913497868034979,0.6690716918407169,0.47670225121052257,127.8396517308665,70.96559947965599
16368,MidnightColdplay,Coldplay,Midnight,"['permanent wave', 'pop']",4GKk1uNzpxIptBuaY97Dkj,https://p.scdn.co/mp3-preview/95f1c8fac1ecff38637e896ef082ccf71d10fffa?cid=b8d3901151d34489a160e3cf0ab1fa94,294666.0,False,Ghost Stories,0.548,0.4749999999999999,1.0,-12.42,1.0,0.0355,0.6149999999999999,0.808,0.0944,0.0349,126.976,4.0,66.0,"['permanent wave', 'pop']",['pop'],SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
16440,MirrorsJustin Timberlake,Justin Timberlake,Mirrors,"['dance pop', 'pop', 'pop rap']",4rHZZAmHpZrA3iH5zx8frV,https://p.scdn.co/mp3-preview/2043119fe220aa6026c0adf77a90ad1f6440e18e?cid=b8d3901151d34489a160e3cf0ab1fa94,484146.0,False,The 20/20 Experience (Deluxe Version),0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.512,76.899,4.0,78.0,"['dance pop', 'pop', 'pop rap']","['pop', 'pop', 'pop']",LT,Lithuania,pop,0.6984952585110635,0.6440837844711695,0.5575059731860625,122.83258420230352,71.72568397340406
16452,Miss Americana & The Heartbreak PrinceTaylor Swift,Taylor Swift,Miss Americana & The Heartbreak Prince,"['dance pop', 'pop', 'post-teen pop']",214nt20w5wOxJnY462klLw,,234146.0,False,Lover,0.662,0.747,11.0,-6.926,0.0,0.0736,0.028,0.00615,0.138,0.4869999999999999,150.088,4.0,74.0,"['dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop']",AT,Austria,pop,0.6664647022557482,0.6592935620512077,0.5293214114745775,127.30358896061507,81.44262711249728
16505,MistletoeJustin Bieber,Justin Bieber,Mistletoe,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",7xapw9Oy21WpfEcib2ErSA,,182946.0,False,Under The Mistletoe (Deluxe Edition),0.658,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0,0.0794,0.8539999999999999,161.994,4.0,91.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop', 'pop']",NO,Norway,pop,0.6332500908628335,0.6296076106709311,0.5250128734462456,122.35276404739406,75.19975285309297
16531,MockingbirdEminem,Eminem,Mockingbird,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",561jH07mF1jHuk7KlaeF0s,,250760.0,True,Encore (Deluxe Version),0.5919999999999999,0.678,4.0,-4.411,0.0,0.248,0.2419999999999999,0.0,0.182,0.2079999999999999,83.976,4.0,70.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']","['hip hop', 'funk', 'hip hop', 'hip hop']",CH,Switzerland,hip hop,0.6554643895348837,0.6451970094476744,0.5048730959302326,124.51583655523257,83.62365552325582
17078,My LoveJustin Timberlake Featuring T.I.,Justin Timberlake Featuring T.I.,My Love,"['dance pop', 'pop', 'pop rap']",4NeOWqHmlrGRuBvsLJC9rL,https://p.scdn.co/mp3-preview/fc6ae742b7c90d76a5b3afe012dc94d6d46d918d?cid=b8d3901151d34489a160e3cf0ab1fa94,276160.0,False,FutureSex/LoveSounds Deluxe Edition,0.772,0.68,11.0,-5.881,0.0,0.224,0.277,1.2e-05,0.682,0.807,119.953,4.0,71.0,"['dance pop', 'pop', 'pop rap']","['pop', 'pop', 'pop']",LT,Lithuania,pop,0.6984952585110635,0.6440837844711695,0.5575059731860625,122.83258420230352,71.72568397340406
17164,My Tears RicochetTaylor Swift,Taylor Swift,My Tears Ricochet,"['pop', 'post-teen pop']",1MgV7FIyNxIG7WzMRJV5HC,,255893.0,False,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr'}, 'href': 'https://api.spotify.com/v1/albums/2fenSS68JI1h4Fo296JfGr', 'id': '2fenSS68JI1h4Fo296JfGr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0295f754318336a07e85ec59bc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485195f754318336a07e85ec59bc', 'width': 64}], 'name': 'folklore', 'release_date': '2020-07-24', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:2fenSS68JI1h4Fo296JfGr'}",0.456,0.263,0.0,-10.63,1.0,0.0332,0.806,0.0,0.0748999999999999,0.111,129.86,4.0,72.0,"['pop', 'post-teen pop']","['pop', 'pop']",SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
17397,Never Tear Us ApartINXS,INXS,Never Tear Us Apart,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1qQSRy9DjrGh3jtsSCU6B1,https://p.scdn.co/mp3-preview/17a4b6be7977e9bb3700a7837f686dd1fc64c661?cid=b8d3901151d34489a160e3cf0ab1fa94,185694.0,False,Kick,0.665,0.686,0.0,-5.849,1.0,0.0268,0.0518,0.000176,0.1739999999999999,0.275,96.848,3.0,60.0,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']","['rock', 'rock', 'rock', 'easy listening', 'pop', 'rock', 'rock']",AU,Australia,rock,0.6303915682355078,0.6238375286207523,0.5120970924950028,125.57715467926585,87.41555515173542
17497,Night ChangesOne Direction,One Direction,Night Changes,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",5O2P9iiztwhomNh8xkR9lJ,https://p.scdn.co/mp3-preview/c79b330f42df9569657670bb0ff072792a455bc4?cid=b8d3901151d34489a160e3cf0ab1fa94,226600.0,False,FOUR (Deluxe),0.672,0.52,8.0,-7.747,1.0,0.0353,0.8589999999999999,0.0,0.115,0.37,120.001,4.0,77.0,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","['pop', 'pop', 'pop', 'pop']",MY,Malaysia,pop,0.5931886165950843,0.5713317140072905,0.444701898437218,123.08544891182733,82.36138881871007
17691,No ScrubsTLC,TLC,No Scrubs,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1KGi9sZVMeszgZOWivFpxs,https://p.scdn.co/mp3-preview/69daa711bddd8fe7aa9acf17106ca85cf1ccfa14?cid=b8d3901151d34489a160e3cf0ab1fa94,214400.0,False,Fanmail,0.7429999999999999,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,4.0,80.0,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']","['hip hop', 'pop', 'hip hop', 'pop', 'r&b', 'pop', 'pop', 'r&b', 'r&b']",NZ,New Zealand,pop,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
17831,Nothin' On YouB.o.B Featuring Bruno Mars,B.o.B Featuring Bruno Mars,Nothin' On You,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",59dLtGBS26x7kc0rHbaPrq,https://p.scdn.co/mp3-preview/cb93cd5770a3ff6824d8cfcb7e743c9be99c0246?cid=b8d3901151d34489a160e3cf0ab1fa94,268320.0,False,B.o.B Presents: The Adventures of Bobby Ray,0.688,0.8529999999999999,10.0,-5.814,1.0,0.0493,0.386,0.0,0.0862,0.7429999999999999,103.993,4.0,72.0,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']","['hip hop', 'pop', 'hip hop', 'pop', 'pop', 'hip hop', 'hip hop']",SG,Singapore,hip hop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
17921,NumbLinkin Park,Linkin Park,Numb,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",2nLtzopw4rPReszdYBJU6h,https://p.scdn.co/mp3-preview/e6ccf7717f8a167bfea4afc1bf7da1a0cd707fbb?cid=b8d3901151d34489a160e3cf0ab1fa94,185586.0,False,Meteora,0.496,0.8629999999999999,9.0,-4.153,1.0,0.0381,0.0046,0.0,0.639,0.2429999999999999,110.018,4.0,83.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']","['metal', 'metal', 'hip hop']",AT,Austria,metal,0.6664647022557482,0.6592935620512077,0.5293214114745775,127.30358896061507,81.44262711249728
17963,OdioRomeo Santos Featuring Drake,Romeo Santos Featuring Drake,Odio,"['bachata', 'latin', 'tropical']",1iLv1ieT9BZ3qsti9yTCnG,https://p.scdn.co/mp3-preview/85a847a2bdc42ef00c47cd76b6c682ee3726b28b?cid=b8d3901151d34489a160e3cf0ab1fa94,225000.0,False,Fórmul,0.802,0.7249999999999999,0.0,-5.965,0.0,0.0676,0.574,0.0,0.0821,0.5979999999999999,128.04,4.0,73.0,"['bachata', 'latin', 'tropical']","['latin', 'latin']",NI,Nicaragua,latin,0.7257671572871572,0.6693702525252525,0.6063940043290044,119.86343585858585,84.2492784992785
