,danceability,energy,valence,tempo,spotify_track_popularity
danceability,1.0,-0.31978093419332326,0.484113651425785,-0.5662020823707797,0.10162344622385097
energy,-0.31978093419332326,1.0,0.05864806905562108,0.40572410961476235,0.4708565257312222
valence,0.484113651425785,0.05864806905562108,1.0,-0.11279710420289213,0.1470500881618993
tempo,-0.5662020823707797,0.40572410961476235,-0.11279710420289213,1.0,0.095784638248246
spotify_track_popularity,0.10162344622385097,0.4708565257312222,0.1470500881618993,0.095784638248246,1.0
